ID;QUERY;CAT;DIFFICULTY
ysqle-yahoo-462-3;monica potter;LQ;1
ysqle-yahoo-237-3;monster.com;LQ;1
ysqle-yahoo-456-1;montana lottery;LQ;1
ysqle-yahoo-491-8;moonshiners tv show;LQ;1
ysqle-yahoo-491-9;moonshiners tv show season 3;LQ;1
ysqle-yahoo-188-0;mortgage survey;ConQ;1
ysqle-yahoo-507-22;mothers beach in long beach;ConQ;1
ysqle-trec-2011-9-2;motorized bike driving licences in usa;ConQ;2
ysqle-trec-2011-9-1;motorized bike versus motorcycle;ConQ;2
esdbpediav2-SemSearch_ES-124;motorola bluetooth hs850;LQ;1
ysqle-yahoo-200-2;movember;ConQ;2
ysqle-yahoo-501-15;moviefone;LQ;1
esdbpediav2-SemSearch_ES-61;mr rourke fantasy island;ConQ;2
ysqle-yahoo-216-0;mrsa infection;ConQ;1
ysqle-yahoo-294-0;msft;ConQ;1
ysqle-yahoo-72-0;msn;LQ;1
ysqle-yahoo-502-3;msn news;ConQ;1
ysqle-yahoo-213-0;msn.com;LQ;1
ysqle-trec-2010-121-0;music man performances;ConQ;2
ysqle-trec-2010-121-1;music man script;ConQ;2
ysqle-yahoo-248-16;mystery shopper;ConQ;2
ysqle-yahoo-348-0;myyahoo mail;ConQ;1
esdbpediav2-SemSearch_ES-4;naacp image awards;LQ;1
ysqle-yahoo-495-13;nashville catholic churches;CatQ;2
ysqle-yahoo-495-2;nashville goodwill;ConQ;2
ysqle-yahoo-495-3;nashville skyline;ConQ, LQ;1
ysqle-yahoo-495-1;nashville thrift stores;CatQ;2
ysqle-yahoo-86-1;natural gas bbq conversion;ConQ;1
ysqle-trec-2013-67-1;naturalism;ConQ;2
ysqle-trec-2013-67-3;naturalism theism;ConQ;2
ysqle-trec-2013-67-2;naturalism theory;ConQ;2
ysqle-trec-2010-34-1;nba finals highlights;ConQ;2
ysqle-yahoo-448-0;nbc sabong live;ConQ;1
ysqle-trec-2013-21-3;ncaa;LQ;1
ysqle-yahoo-6-1;ncaa football scores;ConQ;1
ysqle-trec-2013-21-10;ncaa march madness 2012 broadcast;ConQ;2
ysqle-trec-2013-21-9;ncaa march madness 2012 results;ConQ;2
ysqle-trec-2013-21-11;ncaa march madness 2012 semifinals sport news;ConQ;2
ysqle-trec-2013-21-4;ncaa tournament;LQ;1
ysqle-trec-2013-21-5;ncaa tournament march madness;LQ;1
ysqle-trec-2013-21-7;ncaa tournament march madness 2012 championship runner-up;ConQ;1
ysqle-trec-2013-21-6;ncaa tournament march madness wikipedia;ConQ;1
ysqle-trec-2010-4-1;neil young tour dates;CatQ;2
esdbpediav2-INEX_LD-2012339;nelson mandela john dube;ConQ;1
ysqle-yahoo-443-0;ner;LQ;2
ysqle-yahoo-13-10;nesquik recall;ConQ;1
ysqle-yahoo-501-14;netflix;LQ;1
ysqle-yahoo-119-0;netflix login;ConQ;1
esdbpediav2-SemSearch_ES-96;new england coffee;LQ;2
ysqle-yahoo-268-0;new sexiest man alive;ConQ;2
ysqle-trec-2011-55-2;new york american girl dolls cost;ConQ;1
ysqle-trec-2011-55-1;new york american girl dolls price;ConQ;1
ysqle-trec-2013-86-0;new york city;LQ;1
ysqle-yahoo-523-12;new york governor patterson;ConQ;2
ysqle-yahoo-27-1;new york state lottery;LQ;1
ysqle-yahoo-125-0;new york times square church;LQ;1
webis-er-001;new york times square dance;ConQ;2
ysqle-trec-2012-43-2;newtons laws on water turbines;ConQ;2
ysqle-trec-2012-41-1;newtons second law;LQ;1
ysqle-trec-2012-41-2;newtons third law;LQ;1
ysqle-yahoo-502-6;neymar;LQ;2
ysqle-trec-2011-4-2;nhs choice;LQ;2
esdbpediav2-INEX_LD-2012301;niagara falls origin lake;ConQ;2
ysqle-yahoo-370-0;nicholas hoult;LQ;1
ysqle-trec-2012-25-4;nickname for france football team in world cup 1998;ConQ;2
ysqle-trec-2010-62-1;nih diabetes;ConQ;2
ysqle-yahoo-371-5;nike;LQ;1
ysqle-yahoo-495-7;nikki moore;LQ;1
ysqle-yahoo-474-0;noaa;LQ;2
esdbpediav2-SemSearch_ES-125;nokia e73;LQ;1
ysqle-yahoo-96-1;nokia lumia 920;LQ;1
ysqle-yahoo-405-3;nook;ConQ;1
ysqle-yahoo-3-0;nordstrom;LQ;1
ysqle-yahoo-471-0;norfolk county registry of deeds;LQ;1
ysqle-yahoo-33-0;north korea rocket launch;ConQ;2
ysqle-yahoo-525-1;now you see me;LQ;1
ysqle-yahoo-525-3;now you see me rotten tomatoes;ConQ;1
ysqle-yahoo-376-1;nurse gets 10 years;ConQ;2
ysqle-yahoo-1-3;nurses sue douglas kennedy;ConQ;2
ysqle-yahoo-27-2;ny state lottery;LQ;1
ysqle-trec-2013-87-10;nyc tourism;ConQ;2
erd14-TREC-55;obama family tree;ConQ;2
ysqle-trec-2013-41-0;obama gun control;ConQ;2
ysqle-trec-2010-52-1;obama mccain debate;ConQ;2
ysqle-trec-2010-143-1;obama mother bio;ConQ;2
ysqle-yahoo-459-0;occitane;LQ;1
ysqle-trec-2010-59-0;ocd beckham;ConQ;2
ysqle-yahoo-266-1;office depot;LQ;1
ysqle-yahoo-160-0;officer shot 12 times;ConQ;2
ysqle-yahoo-493-10;ohio state football recruiting;ConQ;1
ysqle-yahoo-493-11;okcupid;LQ;1
ysqle-yahoo-524-1;oklahoma city, ok;LQ;1
ysqle-yahoo-167-0;oklahoma school of science and mathematics;LQ;1
ysqle-yahoo-523-15;oksana baiul;LQ;1
ysqle-trec-2013-9-0;old us coins;CatQ;2
esdbpediav2-SemSearch_ES-63;old winchester shotguns;ConQ;2
ysqle-yahoo-519-1;olivia wilde;LQ;1
ysqle-yahoo-200-1;one child policy;ConQ;1
ysqle-yahoo-307-0;one story brick house plans;ConQ;1
ysqle-trec-2010-108-0;online console games inuyasha series;CatQ;2
ysqle-yahoo-6-4;onondaga community college;LQ;1
ysqle-yahoo-233-1;oovoo;LQ;1
ysqle-yahoo-235-0;oprah life class;LQ;2
ysqle-yahoo-246-1;oprah scare;ConQ;1
erd14-TREC-56;orange county convention center;LQ;2
ysqle-trec-2010-105-1;orange county convention center events;ConQ;1
ysqle-yahoo-45-0;orbitz airline tickets expedia;ConQ;1
esdbpediav2-INEX_LD-2010106;organic food advantages disadvantages;ConQ;2
ysqle-yahoo-113-2;origami dollar;ConQ;1
ysqle-yahoo-113-1;origami instructions;ConQ;1
esdbpediav2-SemSearch_ES-65;orlando florida;LQ;1
esdbpediav2-SemSearch_ES-66;overeaters anonymous;LQ;1
ysqle-yahoo-168-1;pa child support;ConQ;2
ysqle-yahoo-439-0;pacific mailorder christchurch;ConQ;1
erd14-TREC-57;pacific northwest laboratory;LQ;2
ysqle-yahoo-266-3;pakistan news;ConQ;1
ysqle-trec-2013-50-3;paleo diet;ConQ;1
esdbpediav2-SemSearch_ES-127;palm tungsten e2 handheld;LQ;1
ysqle-trec-2010-64-0;pampered chef;LQ;1
ysqle-yahoo-22-0;pandora;LQ;2
ysqle-yahoo-385-3;papa joes restaurant;LQ;1
ysqle-yahoo-385-1;papa john;LQ;1
ysqle-yahoo-385-2;papa johns;LQ;1
ysqle-yahoo-385-9;papa johns codes;ConQ;1
ysqle-yahoo-385-10;papa johns coupon codes;ConQ;1
ysqle-yahoo-385-11;papa johns coupon codes 2011;ConQ;1
ysqle-yahoo-385-5;papa johns menus;ConQ;1
ysqle-yahoo-385-4;papa johns online;LQ;1
ysqle-yahoo-385-6;papa johns promotion codes;ConQ;1
ysqle-yahoo-246-5;papagayo costa rica map;ConQ;2
ysqle-yahoo-427-0;papaqui soccer;LQ;1
ysqle-yahoo-78-17;paradigm mall facebook;ConQ;1
ysqle-yahoo-78-18;paradigm mall gsc;ConQ;1
ysqle-yahoo-78-16;paradigm mall kelana jaya;ConQ;1
ysqle-yahoo-78-19;paradigm mall kuala lumpur;ConQ;1
ysqle-yahoo-78-20;paradigm mall malaysia;LQ;1
ysqle-trec-2013-91-0;paralegal career;ConQ;1
ysqle-trec-2011-6-0;paramount founded;ConQ;1
ysqle-trec-2011-6-1;paramount founders;ConQ;2
ysqle-yahoo-524-4;part of leg;ConQ;1
ysqle-trec-2010-145-0;parts american standard;ConQ;2
ysqle-yahoo-236-1;party city;LQ;1
ysqle-yahoo-235-6;pascal restaurant newport beach;LQ;1
ysqle-yahoo-352-2;pascual perez killed;ConQ;1
ysqle-trec-2012-57-1;passive solar cooling;ConQ;1
ysqle-trec-2012-57-2;passive solar cooling :uk;ConQ;1
ysqle-yahoo-519-5;pat riley;LQ;1
ysqle-trec-2013-112-0;patent application;ConQ;1
ysqle-trec-2013-48-0;patent filing;ConQ;1
ysqle-trec-2013-48-2;patent law;ConQ;1
ysqle-trec-2013-48-3;patent law uk;ConQ;1
ysqle-trec-2011-4-1;patient.co..uk;LQ;2
ysqle-trec-2010-124-0;patriots point museum;LQ;2
ysqle-yahoo-501-5;paula deen;LQ;1
ysqle-yahoo-267-0;payless shoes;LQ;1
ysqle-yahoo-510-5;paypal;LQ;1
ysqle-yahoo-516-11;pb teen pottery barn;LQ;1
ysqle-trec-2011-1-0;peace corp;LQ;2
ysqle-trec-2011-1-2;peace corp application;ConQ;2
ysqle-trec-2011-1-1;peace corp apply;ConQ;2
ysqle-yahoo-518-4;peanut butter cookies without brown sugar;ConQ;1
ysqle-yahoo-197-9;penelope cruz;LQ;1
ysqle-yahoo-197-8;pentagon;LQ;1
ysqle-yahoo-197-6;penticton;LQ;1
ysqle-yahoo-197-1;penticton bc;ConQ;2
ysqle-yahoo-197-2;penticton bc canada;ConQ;2
ysqle-yahoo-197-3;penticton bc hotels;ConQ;2
ysqle-yahoo-197-4;penticton bc real estate;ConQ;2
ysqle-yahoo-197-5;penticton bc weather;ConQ;2
ysqle-yahoo-197-7;penticton herald;LQ;1
ysqle-trec-2011-53-5;percent of alcohol by volume in guinness;ConQ;1
ysqle-trec-2011-54-2;percentage sales of hybrid vehicles in 2004 usa;ConQ;1
ysqle-yahoo-462-0;perez hilton;LQ;1
ysqle-yahoo-492-1;perfect pitch;ConQ;1
ysqle-trec-2012-2-1;personal ira;ConQ;2
ysqle-trec-2012-2-3;personal ira or 403 (b);ConQ;2
ysqle-trec-2012-2-2;personal ira v 403 (b);ConQ;2
ysqle-trec-2011-71-1;pest control courses;ConQ;2
ysqle-trec-2011-71-0;pest control how to;ConQ;2
ysqle-trec-2011-71-2;pest control manual how-to;ConQ;2
ysqle-trec-2013-83-0;phd business jobs;ConQ;1
ysqle-trec-2013-83-1;phd business salaries;ConQ;1
ysqle-yahoo-70-0;philadelphia eagles;LQ;1
esdbpediav2-SemSearch_ES-128;philadelphia neufchatel cheese;LQ;1
ysqle-trec-2013-87-17;philadelphia nyc bus;ConQ;1
ysqle-trec-2013-87-11;philadelphia nyc distance;ConQ;1
ysqle-trec-2013-87-16;philadelphia nyc train;ConQ;1
ysqle-trec-2013-87-15;philadelphia nyc travel;ConQ;1
ysqle-trec-2013-87-13;philadelphia tourism;ConQ;1
ysqle-trec-2013-87-12;philadelphia washington dc distance;ConQ;1
ysqle-yahoo-384-0;philippine daily inquirer;LQ;1
ysqle-trec-2013-63-4;phone;ConQ;1
ysqle-trec-2013-63-5;phone internet;ConQ;1
ysqle-trec-2013-76-0;phone plan;ConQ;1
esdbpediav2-SemSearch_ES-68;pierce county washington;LQ;1
ysqle-trec-2013-60-5;piigs leader crisis action;ConQ;2
ysqle-trec-2010-47-0;pink floyd the wall;LQ;2
ysqle-trec-2010-47-1;pink floyd the wall movie;LQ;1
esdbpediav2-SemSearch_ES-97;pink panther 2;LQ;2
ysqle-yahoo-321-0;pinterest;LQ;1
ysqle-yahoo-282-0;pita jungle newport;LQ;1
ysqle-yahoo-475-2;pittsburgh paints;LQ;1
esdbpediav2-SemSearch_ES-129;pizza populous detroit mi;LQ;1
ysqle-trec-2013-15-1;planning a road trip;ConQ;1
ysqle-trec-2010-45-1;plate tectonics;ConQ;2
esdbpediav2-SemSearch_ES-130;plymouth police department;LQ;1
ysqle-yahoo-185-0;pnc;LQ;2
ysqle-yahoo-510-4;pnc online banking;ConQ;1
ysqle-trec-2012-5-0;pocono mountains;LQ;1
ysqle-trec-2012-6-3;pocono mountains camelbeach;LQ;1
ysqle-trec-2012-6-4;pocono mountains camelbeach hotel;LQ;1
ysqle-trec-2012-6-5;pocono mountains chateau resort;LQ;1
ysqle-trec-2012-6-6;pocono mountains chateau resort attractions;ConQ;1
ysqle-trec-2012-6-9;pocono mountains chateau resort directions;ConQ;1
ysqle-trec-2012-6-7;pocono mountains chateau resort getting to;ConQ;1
ysqle-trec-2012-5-1;pocono mountains park;ConQ;1
ysqle-trec-2012-6-0;pocono mountains pennsylvania;LQ;1
ysqle-trec-2012-6-1;pocono mountains pennsylvania hotels;CatQ;2
ysqle-trec-2012-6-2;pocono mountains pennsylvania things to do;ConQ;1
ysqle-trec-2012-4-0;pocono mountains region;ConQ;1
ysqle-trec-2012-4-2;pocono mountains region activities;ConQ;1
ysqle-trec-2012-4-3;pocono mountains region national park;ConQ;1
ysqle-trec-2012-4-1;pocono mountains region things to do;ConQ;1
ysqle-trec-2012-5-2;pocono mountains shopping;ConQ;1
ysqle-trec-2012-7-0;pocono resort;ConQ;2
erd14-TREC-58;poem in your pocket day;LQ;2
ysqle-trec-2010-63-1;poker atlantic city;ConQ;1
ysqle-trec-2010-63-0;poker vegas;ConQ;1
ysqle-yahoo-507-6;police stick;ConQ;1
ysqle-trec-2013-58-0;policies for addressing economic problems in europe;ConQ;1
ysqle-trec-2012-18-2;politics 1994-2000 indian miss universe;ConQ;1
ysqle-trec-2012-18-1;politics indian miss universe;ConQ;1
ysqle-trec-2012-20-0;port arthur;LQ;2
ysqle-trec-2012-23-0;port arthur martin bryant;ConQ;2
ysqle-trec-2012-23-1;port arthur martin bryant gun crime;ConQ;2
ysqle-trec-2012-21-0;port arthur massacre;LQ;1
ysqle-trec-2012-21-1;port arthur massacre australia;ConQ;2
ysqle-trec-2012-21-2;port arthur massacre australia names died;ConQ;2
ysqle-trec-2012-21-3;port arthur massacre australia victims names;ConQ;2
ysqle-trec-2012-19-1;port arthur massacre victims;CatQ;1
ysqle-yahoo-490-1;portage ymca;LQ;1
ysqle-yahoo-461-1;porters;LQ;2
ysqle-yahoo-461-2;porters hardware;LQ;2
ysqle-yahoo-526-0;portland;LQ;2
ysqle-yahoo-494-6;portland crime map;ConQ;1
ysqle-yahoo-447-0;positive ana;ConQ;1
ysqle-yahoo-372-0;poultry farming in africa;ConQ;1
ysqle-yahoo-305-1;powerball;LQ;1
ysqle-yahoo-242-0;powerball closing time;ConQ;1
ysqle-yahoo-187-0;powerball pa lottery;LQ;1
ysqle-trec-2010-149-1;practice gmat exams;ConQ;1
ysqle-yahoo-515-0;premium rush;LQ;1
ysqle-trec-2010-87-1;president of the united states contact;ConQ;2
ysqle-trec-2010-87-0;president of the united states email;ConQ;2
ysqle-yahoo-13-1;presidential polls;ConQ;1
ysqle-yahoo-13-5;presidents day 2012;LQ;1
ysqle-trec-2013-54-0;preventing employee fraud in recession;ConQ;1
ysqle-yahoo-464-0;price is right model;ConQ;2
ysqle-yahoo-336-2;price is right model wins suit;ConQ;1
ysqle-trec-2010-79-0;printable maps;ConQ;1
ysqle-trec-2010-115-1;promoting diversity;ConQ;1
ysqle-yahoo-430-1;proposition 30 california 2012;LQ;1
ysqle-trec-2013-48-5;provisional patent;ConQ;1
ysqle-yahoo-123-0;psd401;LQ;1
ysqle-trec-2012-46-0;pseudocyesis;ConQ;1
ysqle-trec-2012-49-1;pseudocyesis causes;ConQ;1
ysqle-trec-2012-50-2;pseudocyesis causes new research;ConQ;1
ysqle-trec-2012-48-1;pseudocyesis causes research;ConQ;1
ysqle-trec-2012-49-0;pseudocyesis causes review;ConQ;1
ysqle-trec-2012-52-3;pseudocyesis causes study;ConQ;1
ysqle-trec-2012-47-1;pseudocyesis epidemiology;ConQ;1
ysqle-trec-2012-47-2;pseudocyesis history;ConQ;1
ysqle-trec-2012-52-4;pseudocyesis pathogenesis;ConQ;1
ysqle-trec-2012-52-5;pseudocyesis pathology;ConQ;1
ysqle-trec-2012-51-1;pseudocyesis pregnancy wiki;ConQ;1
ysqle-trec-2012-46-1;pseudocyesis psychology;ConQ;1
ysqle-trec-2012-48-0;pseudocyesis research;ConQ;1
ysqle-trec-2012-51-0;pseudocyesis wiki;ConQ;1
ysqle-yahoo-196-4;public nudity;ConQ;1
ysqle-yahoo-196-2;public nudity ban;ConQ;1
ysqle-yahoo-21-2;pumpkin muffins recipe;ConQ;1
ysqle-yahoo-237-5;purchasing;ConQ;1
ysqle-trec-2010-52-0;purpose driven life warren;LQ;1
ysqle-trec-2011-14-6;qualifications management degree?;ConQ;1
ysqle-yahoo-327-2;queen latifah;LQ;1
ysqle-yahoo-489-5;quicktime pro;LQ;1
ysqle-trec-2013-98-0;quit quitting smoking;ConQ;1
ysqle-trec-2013-10-0;quit smoking;ConQ;1
ysqle-trec-2013-10-1;quit smoking cold turkey;ConQ;1
ysqle-trec-2013-11-4;quiting smoking help;ConQ;2
ysqle-trec-2013-11-2;quiting smoking side effects;ConQ;1
ysqle-trec-2013-11-3;quiting smoking using hypnosis;ConQ;1
ysqle-yahoo-507-12;quotes about life;ConQ;1
ysqle-yahoo-475-1;qvc;LQ;2
ysqle-trec-2012-57-3;radiant barrier;ConQ;1
ysqle-trec-2012-57-4;radiant barrier :uk;ConQ;1
esdbpediav2-SemSearch_ES-70;radio italia online;ConQ;2
ysqle-trec-2010-127-0;raised garden pics;ConQ;1
erd14-TREC-61;ralph owen brewster;LQ;2
ysqle-yahoo-408-0;rangoli designs;ConQ;1
ysqle-yahoo-139-0;raspberry cheesecake recipe;ConQ;1
ysqle-trec-2013-54-1;recession employee fraud;ConQ;1
ysqle-trec-2012-81-0;recipes swahili cusine;ConQ;2
ysqle-trec-2013-46-2;red bull;LQ;1
ysqle-trec-2013-46-0;red bull and health;ConQ;1
ysqle-trec-2013-45-2;red bull ban;ConQ;1
ysqle-trec-2013-46-4;red bull drink;ConQ;1
ysqle-trec-2013-45-0;red bull drink health concerns;ConQ;2
ysqle-trec-2013-45-1;red bull drink side effects ban;ConQ;1
ysqle-trec-2013-46-3;red bull effects;ConQ;1
ysqle-trec-2013-46-7;red bull in us;ConQ;2
ysqle-trec-2013-46-6;red bull ingredients;ConQ;1
ysqle-yahoo-300-2;red giant;LQ;1
ysqle-yahoo-499-5;redbox;LQ;1
ysqle-yahoo-289-0;redsox;LQ;2
ysqle-trec-2012-60-0;reduce airconditioning;ConQ;1
ysqle-trec-2013-35-0;regular phones vs internet phones voip experiences cheapest;ConQ;2
ysqle-yahoo-500-4;reliefs in lawrence ma;LQ;1
ysqle-trec-2011-3-1;renal cancer treatment;ConQ;1
ysqle-trec-2011-3-0;renal cancer treatment experiments;ConQ;1
ysqle-trec-2010-1-1;renters protection law;ConQ;1
ysqle-trec-2013-52-5;renting a building business sillicon valley;ConQ;1
ysqle-trec-2013-52-6;renting an office sillicon valley;ConQ;1
ysqle-trec-2013-72-9;research culture or race infant or child development stages or milestones;ConQ;1
ysqle-trec-2010-105-0;reserve orange county convention center;LQ;2
ysqle-trec-2010-19-0;resting heart rate;ConQ;1
ysqle-yahoo-4-0;reverbnation;LQ;1
ysqle-trec-2010-99-1;reviews xc90;ConQ;2
ysqle-trec-2010-40-1;rice recipes;ConQ;1
ysqle-trec-2013-22-8;richard norris;LQ;1
esdbpediav2-SemSearch_ES-71;richmond virginia;LQ;1
ysqle-trec-2010-88-0;rick warren;LQ;1
ysqle-trec-2010-111-1;rick warren controversy;ConQ;2
ysqle-trec-2010-88-1;rick warren debate;ConQ;2
ysqle-trec-2010-111-0;rick warren obama inauguration controversy;ConQ;2
ysqle-yahoo-462-2;rihanna and chris brown;ConQ;1
erd14-TREC-62;rincon puerto rico;LQ;2
erd14-TREC-63;ritz carlton lake las vegas;LQ;2
ysqle-yahoo-235-5;ritz restaurant newport beach;LQ;1
ysqle-trec-2013-62-0;road trip;ConQ;1
ysqle-trec-2013-15-0;road trip faq;ConQ;1
ysqle-yahoo-6-3;rochester democrat and chronicle;ConQ;1
esdbpediav2-SemSearch_ES-72;rock 103 memphis;LQ;1
erd14-TREC-64;rock and gem shows;LQ;1
ysqle-yahoo-273-1;rocketdog shoes;LQ;1
ysqle-yahoo-273-0;rockets james harden;LQ;1
ysqle-yahoo-523-0;rocky balboa;LQ;1
erd14-TREC-65;rocky mountain news;LQ;2
ysqle-yahoo-518-1;roku purple screen;ConQ;1
ysqle-yahoo-513-1;roku remote not working;ConQ;1
esdbpediav2-INEX_LD-2009039;roman architecture;ConQ;2
ysqle-yahoo-300-0;romania;LQ;1
ysqle-trec-2013-62-3;romantic road trips;ConQ;1
ysqle-trec-2013-89-0;ron howard filmography;ConQ;1
ysqle-trec-2012-55-3;roof coating house temperature down uk;ConQ;1
ysqle-trec-2012-56-5;roof coating lower temperature;ConQ;1
ysqle-trec-2012-56-4;roof coating solutions;ConQ;1
ysqle-trec-2012-56-3;roof coating tutorial;ConQ;1
ysqle-yahoo-501-7;rooney mara images;ConQ;1
ysqle-yahoo-498-0;rotten tomatoes;ConQ, LQ;2
ysqle-trec-2013-61-1;round-trip advantages versus road-trip;ConQ;1
ysqle-trec-2013-61-2;round-trip enjoyable versus road-trip;ConQ;1
ysqle-trec-2013-61-3;round-trip enjoyable versus road-trip boring?;ConQ;1
ysqle-trec-2013-61-0;round-trip v road-trip;ConQ;1
ysqle-yahoo-442-1;rovers big discovery;ConQ;1
esdbpediav2-SemSearch_ES-73;rowan university;LQ;1
ysqle-yahoo-322-4;rule 34;LQ;1
ysqle-trec-2013-51-1;running a half marathon;ConQ;1
ysqle-trec-2012-15-1;russia politics kursk submarine;ConQ;1
ysqle-trec-2012-15-0;russian politics kursk submarine;ConQ;1
ysqle-trec-2012-11-1;russian submarine kursk fleet;ConQ;2
ysqle-trec-2012-11-2;russian submarine kursk on-board commander;ConQ;2
ysqle-trec-2012-11-0;russian submarine kursk sinks;ConQ;2
ysqle-trec-2012-12-1;russiatoday.ru;LQ;1
ysqle-yahoo-493-0;ryan gosling;LQ;1
ysqle-yahoo-493-3;ryan gosling height;ConQ;1
ysqle-yahoo-493-5;ryan reynolds height;ConQ;1
ysqle-yahoo-493-4;ryan reynolds wife;RQ;2
esdbpediav2-SemSearch_ES-74;sacred heart u;LQ;2
ysqle-trec-2010-90-0;safeyouth.org;LQ;1
esdbpediav2-SemSearch_ES-75;sagemont church houston tx;LQ;1
ysqle-trec-2011-13-2;salary of warrant officer;ConQ;1
ysqle-yahoo-502-4;salerno gmc;LQ;1
ysqle-yahoo-237-1;sales interview questions;ConQ;1
ysqle-yahoo-281-1;sam elliot;LQ;1
ysqle-trec-2012-89-0;sample tube sealing;ConQ;1
ysqle-yahoo-392-0;samsung;LQ;1
ysqle-yahoo-220-0;samsung galaxy siii;LQ;1
esdbpediav2-SemSearch_ES-76;san antonio;LQ;2
ysqle-yahoo-502-7;santos soccer club;LQ;2
ysqle-yahoo-493-13;sarah jessica parker;LQ;1
ysqle-yahoo-395-0;sasha and malia;ConQ;2
esdbpediav2-SemSearch_ES-77;savannah tech;LQ;1
ysqle-yahoo-347-0;savemart;LQ;1
ysqle-yahoo-352-0;savile sex scandal;ConQ;2
ysqle-yahoo-523-18;scarlett johansson;LQ;1
ysqle-yahoo-24-1;scciowa;LQ;2
ysqle-trec-2012-86-0;scientific glass blowing;ConQ;1
ysqle-trec-2012-86-1;scientific glass blowing history;ConQ;1
ysqle-trec-2012-87-1;scientific glassblowing history;ConQ;1
ysqle-trec-2012-87-2;scientific glassblowing history edison;ConQ;2
ysqle-trec-2013-88-0;scooter comparison;ConQ;1
esdbpediav2-SemSearch_ES-5;scott county;LQ;2
esdbpediav2-SemSearch_ES-131;scpa san diego;LQ;1
ysqle-trec-2010-39-0;scythe;LQ;2
ysqle-trec-2010-39-1;scythe mythology;ConQ;2
ysqle-yahoo-283-0;seafood receipes;ConQ;1
esdbpediav2-SemSearch_ES-132;sealy mattress co;LQ;1
ysqle-yahoo-393-1;sears;LQ;1
ysqle-yahoo-458-8;second reformed church;LQ;1
ysqle-yahoo-433-1;selena in emergency room;ConQ;2
ysqle-trec-2012-57-0;self-regulating house temperature;ConQ;1
ysqle-trec-2013-9-2;selling old us coins;ConQ;2
ysqle-trec-2013-9-3;selling old usa coins;ConQ;1
ysqle-yahoo-510-19;sephora;LQ;1
erd14-TREC-66;septic system design;ConQ;2
ysqle-trec-2012-53-1;servering spinal cord consequenses;ConQ;1
ysqle-trec-2012-53-0;servering spinal cord paralysis;ConQ;1
ysqle-yahoo-435-0;seven robbers shot dead;ConQ;2
ysqle-yahoo-421-0;shackelford funeral directors;LQ;1
ysqle-trec-2010-77-1;shakespeare quotes plays;ConQ;2
esdbpediav2-SemSearch_ES-78;sharp pc;LQ;1
ysqle-yahoo-354-1;sheen offers role;ConQ;2
ysqle-yahoo-67-3;shes always a woman lyrics;ConQ;1
ysqle-yahoo-140-10;shia labeouf breakup;ConQ;1
ysqle-trec-2012-63-2;shinto wedding rituals;ConQ;1
ysqle-trec-2011-66-1;shiraz predominant grape australia;ConQ;2
esdbpediav2-SemSearch_ES-79;shobana masala;ConQ;2
ysqle-trec-2013-81-1;should numbers of women and minorities in workplace be contolled;ConQ;1
ysqle-trec-2011-22-0;shoulder joint pain;ConQ;1
ysqle-trec-2011-22-1;shoulder joint pain nhs;ConQ;2
ysqle-trec-2012-55-0;silicone roof coating;ConQ;1
ysqle-trec-2012-54-1;silicone roof coating alternatives;ConQ;1
ysqle-trec-2012-54-0;silicone roof coating alternatives cooling;ConQ;1
ysqle-trec-2012-56-2;silicone roof coating tutorial;ConQ;1
ysqle-trec-2012-55-1;silicone roof coating uk;ConQ;1
ysqle-trec-2012-55-2;silicone roof coating uk alternatives;ConQ;1
ysqle-trec-2012-56-1;silicone roof coating use;ConQ;1
ysqle-yahoo-510-3;sirius xm;LQ;1
erd14-TREC-68;sit and reach test;LQ;1
ysqle-yahoo-416-0;site;ConQ;1
ysqle-trec-2011-35-7;skagit county;LQ;1
ysqle-trec-2011-35-6;skagit valley demographics;ConQ;2
ysqle-trec-2011-35-0;skagit valley herald;LQ;1
ysqle-trec-2011-35-5;skagit valley herald circulation;ConQ;2
ysqle-trec-2011-35-3;skagit valley herald created;ConQ;2
ysqle-trec-2011-35-4;skagit valley herald founded;ConQ;2
ysqle-trec-2011-35-9;skagit valley history;ConQ;2
ysqle-trec-2011-35-8;skagit valley noted;ConQ;2
ysqle-trec-2011-35-1;skagitvalleyherald.com;LQ;1
ysqle-yahoo-192-1;skate america 2012;LQ;1
webis-er-002;skyline drive in west virginia;ConQ, LQ;2
ysqle-yahoo-5-0;skype;LQ;1
ysqle-yahoo-5-1;skype for mac;ConQ;1
ysqle-trec-2012-7-1;skytop lodge directions;ConQ;2
ysqle-yahoo-493-7;sloan entourage;ConQ;2
ysqle-trec-2010-137-1;slow fast heart rate;ConQ;1
ysqle-yahoo-468-8;slumber party;ConQ, LQ;2
ysqle-yahoo-458-5;snopes;LQ;1
ysqle-yahoo-493-6;snowden girlfriend;RQ;2
ysqle-yahoo-502-13;soccer transfers;ConQ;1
esdbpediav2-INEX_LD-2010037;social network api;ConQ;2
esdbpediav2-INEX_LD-2009062;social network group selection;ConQ;1
ysqle-yahoo-503-0;sodexo email;ConQ;1
ysqle-yahoo-137-0;solos husband in jail;ConQ;2
esdbpediav2-SemSearch_ES-80;sonny and cher;LQ;2
erd14-TREC-69;sonoma county medical services;ConQ;2
ysqle-trec-2010-135-0;soralfun;ConQ;1
erd14-TREC-70;source of the nile;ConQ, LQ;2
esdbpediav2-SemSearch_ES-81;south dakota state university;LQ;2
